Rowid_,CELL_ID,COUNT,AREA,MAX
,12788,1,2500.000000000000000,1
,12791,3,7500.000000000000000,1
,12792,2,5000.000000000000000,1
,12793,1,2500.000000000000000,1
,12892,2,5000.000000000000000,4
,12962,2,5000.000000000000000,1
,13106,1,2500.000000000000000,1
,13107,2,5000.000000000000000,1
,13108,2,5000.000000000000000,1
,13109,2,5000.000000000000000,1
,13110,2,5000.000000000000000,1
,13111,2,5000.000000000000000,1
,13112,1,2500.000000000000000,1
,13114,2,5000.000000000000000,1
,13115,2,5000.000000000000000,1
,13119,1,2500.000000000000000,1
,13120,1,2500.000000000000000,1
,13225,2,5000.000000000000000,4
,13288,1,2500.000000000000000,1
,13289,2,5000.000000000000000,1
,13291,1,2500.000000000000000,1
,13292,2,5000.000000000000000,1
,13293,2,5000.000000000000000,1
,13294,2,5000.000000000000000,1
,13445,1,2500.000000000000000,1
,13446,2,5000.000000000000000,1
,13449,2,5000.000000000000000,1
,13450,2,5000.000000000000000,1
,13451,2,5000.000000000000000,1
,13452,1,2500.000000000000000,1
,13558,2,5000.000000000000000,4
,13623,2,5000.000000000000000,1
,13624,1,2500.000000000000000,1
,13891,2,5000.000000000000000,4
,14223,2,5000.000000000000000,4
,14556,2,5000.000000000000000,4
,14889,2,5000.000000000000000,4
,15222,2,5000.000000000000000,4
,15554,2,5000.000000000000000,4
,15884,1,2500.000000000000000,4
,15885,2,5000.000000000000000,4
,15886,2,5000.000000000000000,4
,15887,1,2500.000000000000000,4
,15984,2,5000.000000000000000,3
,16214,1,2500.000000000000000,4
,16215,2,5000.000000000000000,4
,16216,2,5000.000000000000000,4
,16217,1,2500.000000000000000,4
,16316,1,2500.000000000000000,3
,16317,1,2500.000000000000000,3
,16546,1,2500.000000000000000,4
,16547,1,2500.000000000000000,4
,16646,2,5000.000000000000000,3
,16647,2,5000.000000000000000,3
,16648,2,5000.000000000000000,3
,16649,1,2500.000000000000000,3
,16879,2,5000.000000000000000,4
,16978,2,5000.000000000000000,3
,17211,2,5000.000000000000000,4
,17311,2,5000.000000000000000,3
,17543,1,2500.000000000000000,4
,17544,1,2500.000000000000000,4
,17644,2,5000.000000000000000,3
,17875,1,2500.000000000000000,4
,17876,1,2500.000000000000000,4
,17977,2,5000.000000000000000,3
,18208,2,5000.000000000000000,4
,18310,2,5000.000000000000000,3
,18541,2,5000.000000000000000,4
,18642,1,2500.000000000000000,3
,18643,1,2500.000000000000000,3
,18874,2,5000.000000000000000,4
,18975,2,5000.000000000000000,3
,19060,1,2500.000000000000000,1
,19207,2,5000.000000000000000,4
,19307,2,5000.000000000000000,3
,19393,2,5000.000000000000000,1
,19540,2,5000.000000000000000,4
,19640,2,5000.000000000000000,3
,19725,2,5000.000000000000000,1
,19873,2,5000.000000000000000,4
,19973,2,5000.000000000000000,3
,20022,2,5000.000000000000000,1
,20056,1,2500.000000000000000,1
,20057,2,5000.000000000000000,1
,20206,2,5000.000000000000000,4
,20306,2,5000.000000000000000,3
,20356,2,5000.000000000000000,1
,20357,1,2500.000000000000000,1
,20389,2,5000.000000000000000,1
,20540,2,5000.000000000000000,4
,20541,2,5000.000000000000000,4
,20639,2,5000.000000000000000,3
,20690,2,5000.000000000000000,1
,20691,1,2500.000000000000000,1
,20722,2,5000.000000000000000,1
,20874,2,5000.000000000000000,4
,20972,2,5000.000000000000000,3
,21024,2,5000.000000000000000,1
,21025,2,5000.000000000000000,1
,21054,2,5000.000000000000000,1
,21055,1,2500.000000000000000,1
,21208,2,5000.000000000000000,4
,21305,2,5000.000000000000000,3
,21359,2,5000.000000000000000,1
,21386,2,5000.000000000000000,1
,21541,2,5000.000000000000000,4
,21639,2,5000.000000000000000,3
,21693,2,5000.000000000000000,1
,21694,2,5000.000000000000000,1
,21719,2,5000.000000000000000,1
,21873,2,5000.000000000000000,4
,21972,2,5000.000000000000000,3
,22027,1,2500.000000000000000,1
,22028,1,2500.000000000000000,1
,22031,1,2500.000000000000000,1
,22033,1,2500.000000000000000,1
,22034,2,5000.000000000000000,1
,22035,2,5000.000000000000000,1
,22039,1,2500.000000000000000,1
,22040,1,2500.000000000000000,1
,22042,2,5000.000000000000000,1
,22043,2,5000.000000000000000,1
,22044,2,5000.000000000000000,1
,22045,2,5000.000000000000000,1
,22052,2,5000.000000000000000,1
,22204,2,5000.000000000000000,4
,22205,2,5000.000000000000000,4
,22305,2,5000.000000000000000,3
,22361,1,2500.000000000000000,1
,22362,2,5000.000000000000000,1
,22363,2,5000.000000000000000,1
,22364,1,2500.000000000000000,1
,22365,2,5000.000000000000000,1
,22366,1,2500.000000000000000,1
,22369,2,5000.000000000000000,1
,22370,2,5000.000000000000000,1
,22371,2,5000.000000000000000,1
,22372,1,2500.000000000000000,1
,22373,1,2500.000000000000000,1
,22374,2,5000.000000000000000,1
,22379,2,5000.000000000000000,1
,22380,2,5000.000000000000000,1
,22381,1,2500.000000000000000,1
,22384,2,5000.000000000000000,1
,22536,2,5000.000000000000000,4
,22637,2,5000.000000000000000,3
,22714,1,2500.000000000000000,1
,22715,1,2500.000000000000000,1
,22717,2,5000.000000000000000,1
,22858,1,2500.000000000000000,2
,22859,2,5000.000000000000000,2
,22860,2,5000.000000000000000,2
,22861,2,5000.000000000000000,2
,22862,2,5000.000000000000000,2
,22863,2,5000.000000000000000,2
,22864,2,5000.000000000000000,2
,22865,1,2500.000000000000000,2
,22866,2,5000.000000000000000,2
,22867,2,5000.000000000000000,2
,22868,3,7500.000000000000000,4
,22869,1,2500.000000000000000,4
,22967,2,5000.000000000000000,3
,22968,2,5000.000000000000000,3
,22969,2,5000.000000000000000,3
,23048,2,5000.000000000000000,1
,23050,2,5000.000000000000000,1
,23190,1,2500.000000000000000,2
,23191,1,2500.000000000000000,2
,23198,1,2500.000000000000000,2
,23201,2,5000.000000000000000,4
,23298,1,2500.000000000000000,3
,23299,2,5000.000000000000000,3
,23382,2,5000.000000000000000,2
,23383,1,2500.000000000000000,1
,23523,2,5000.000000000000000,2
,23534,2,5000.000000000000000,4
,23630,1,2500.000000000000000,3
,23631,1,2500.000000000000000,3
,23662,1,2500.000000000000000,1
,23715,2,5000.000000000000000,2
,23855,1,2500.000000000000000,2
,23856,1,2500.000000000000000,2
,23868,2,5000.000000000000000,4
,23963,1,2500.000000000000000,3
,23964,1,2500.000000000000000,3
,23996,2,5000.000000000000000,1
,24049,2,5000.000000000000000,2
,24188,2,5000.000000000000000,2
,24202,2,5000.000000000000000,4
,24297,2,5000.000000000000000,3
,24330,2,5000.000000000000000,1
,24382,2,5000.000000000000000,2
,24519,1,2500.000000000000000,2
,24520,2,5000.000000000000000,2
,24536,2,5000.000000000000000,4
,24537,2,5000.000000000000000,4
,24538,3,7500.000000000000000,4
,24539,2,5000.000000000000000,4
,24540,1,2500.000000000000000,4
,24630,2,5000.000000000000000,3
,24664,2,5000.000000000000000,1
,24665,1,2500.000000000000000,1
,24715,2,5000.000000000000000,2
,24849,2,5000.000000000000000,2
,24850,2,5000.000000000000000,2
,24851,2,5000.000000000000000,2
,24852,1,2500.000000000000000,2
,24871,2,5000.000000000000000,1
,24873,1,2500.000000000000000,4
,24874,2,5000.000000000000000,4
,24963,2,5000.000000000000000,3
,24998,2,5000.000000000000000,1
,24999,1,2500.000000000000000,1
,25048,2,5000.000000000000000,2
,25181,2,5000.000000000000000,2
,25182,1,2500.000000000000000,2
,25203,2,5000.000000000000000,1
,25208,2,5000.000000000000000,4
,25296,2,5000.000000000000000,3
,25332,2,5000.000000000000000,1
,25381,2,5000.000000000000000,2
,25513,2,5000.000000000000000,2
,25536,2,5000.000000000000000,1
,25542,2,5000.000000000000000,4
,25629,2,5000.000000000000000,3
,25665,2,5000.000000000000000,1
,25714,2,5000.000000000000000,2
,25846,1,2500.000000000000000,2
,25847,1,2500.000000000000000,2
,25869,2,5000.000000000000000,1
,25876,2,5000.000000000000000,4
,25962,2,5000.000000000000000,3
,25999,3,7500.000000000000000,1
,26000,2,5000.000000000000000,1
,26001,2,5000.000000000000000,1
,26047,2,5000.000000000000000,2
,26179,1,2500.000000000000000,2
,26180,1,2500.000000000000000,2
,26200,1,2500.000000000000000,1
,26201,2,5000.000000000000000,1
,26202,1,2500.000000000000000,1
,26209,1,2500.000000000000000,4
,26210,1,2500.000000000000000,4
,26294,1,2500.000000000000000,3
,26295,1,2500.000000000000000,3
,26335,2,5000.000000000000000,1
,26336,2,5000.000000000000000,1
,26377,1,2500.000000000000000,1
,26378,1,2500.000000000000000,1
,26379,2,5000.000000000000000,2
,26511,1,2500.000000000000000,2
,26512,1,2500.000000000000000,2
,26533,2,5000.000000000000000,1
,26543,2,5000.000000000000000,4
,26627,2,5000.000000000000000,3
,26670,2,5000.000000000000000,1
,26709,2,5000.000000000000000,1
,26710,1,2500.000000000000000,1
,26711,2,5000.000000000000000,1
,26712,2,5000.000000000000000,2
,26844,2,5000.000000000000000,2
,26866,2,5000.000000000000000,1
,26877,2,5000.000000000000000,4
,26927,2,5000.000000000000000,1
,26959,2,5000.000000000000000,3
,27004,2,5000.000000000000000,1
,27007,1,2500.000000000000000,1
,27008,2,5000.000000000000000,1
,27012,2,5000.000000000000000,1
,27013,2,5000.000000000000000,1
,27015,2,5000.000000000000000,1
,27016,2,5000.000000000000000,1
,27020,2,5000.000000000000000,1
,27021,2,5000.000000000000000,1
,27022,2,5000.000000000000000,1
,27023,2,5000.000000000000000,1
,27024,2,5000.000000000000000,1
,27025,2,5000.000000000000000,1
,27041,2,5000.000000000000000,1
,27045,2,5000.000000000000000,2
,27051,3,7500.000000000000000,2
,27052,2,5000.000000000000000,2
,27055,1,2500.000000000000000,2
,27056,2,5000.000000000000000,2
,27176,2,5000.000000000000000,2
,27198,1,2500.000000000000000,1
,27199,1,2500.000000000000000,1
,27210,2,5000.000000000000000,4
,27211,1,2500.000000000000000,4
,27260,1,2500.000000000000000,1
,27261,2,5000.000000000000000,1
,27262,1,2500.000000000000000,1
,27291,2,5000.000000000000000,3
,27337,1,2500.000000000000000,1
,27338,2,5000.000000000000000,1
,27339,2,5000.000000000000000,1
,27340,1,2500.000000000000000,1
,27342,2,5000.000000000000000,1
,27343,2,5000.000000000000000,1
,27344,2,5000.000000000000000,1
,27347,2,5000.000000000000000,1
,27349,1,2500.000000000000000,1
,27350,1,2500.000000000000000,1
,27351,1,2500.000000000000000,1
,27352,2,5000.000000000000000,1
,27358,2,5000.000000000000000,1
,27374,2,5000.000000000000000,1
,27379,2,5000.000000000000000,2
,27380,2,5000.000000000000000,2
,27381,2,5000.000000000000000,2
,27382,2,5000.000000000000000,2
,27383,2,5000.000000000000000,2
,27386,2,5000.000000000000000,2
,27387,2,5000.000000000000000,2
,27388,1,2500.000000000000000,2
,27390,2,5000.000000000000000,2
,27508,1,2500.000000000000000,2
,27509,1,2500.000000000000000,2
,27528,1,2500.000000000000000,1
,27529,2,5000.000000000000000,1
,27530,2,5000.000000000000000,1
,27531,1,2500.000000000000000,1
,27544,2,5000.000000000000000,4
,27595,1,2500.000000000000000,1
,27596,1,2500.000000000000000,1
,27623,2,5000.000000000000000,3
,27683,1,2500.000000000000000,1
,27684,1,2500.000000000000000,1
,27692,2,5000.000000000000000,1
,27706,1,2500.000000000000000,1
,27707,1,2500.000000000000000,1
,27723,2,5000.000000000000000,2
,27839,2,5000.000000000000000,2
,27840,2,5000.000000000000000,2
,27841,1,2500.000000000000000,2
,27858,1,2500.000000000000000,1
,27859,2,5000.000000000000000,1
,27860,2,5000.000000000000000,1
,27861,1,2500.000000000000000,1
,27877,2,5000.000000000000000,4
,27929,1,2500.000000000000000,1
,27930,1,2500.000000000000000,1
,27955,2,5000.000000000000000,3
,28025,2,5000.000000000000000,1
,28035,2,5000.000000000000000,1
,28036,2,5000.000000000000000,1
,28037,2,5000.000000000000000,1
,28038,2,5000.000000000000000,1
,28039,1,2500.000000000000000,1
,28056,2,5000.000000000000000,2
,28171,2,5000.000000000000000,2
,28189,1,2500.000000000000000,1
,28190,2,5000.000000000000000,1
,28191,1,2500.000000000000000,1
,28210,2,5000.000000000000000,4
,28263,2,5000.000000000000000,1
,28287,2,5000.000000000000000,3
,28358,2,5000.000000000000000,1
,28365,3,7500.000000000000000,1
,28366,2,5000.000000000000000,1
,28367,2,5000.000000000000000,1
,28388,1,2500.000000000000000,2
,28389,1,2500.000000000000000,2
,28390,1,2500.000000000000000,2
,28391,2,5000.000000000000000,2
,28505,2,5000.000000000000000,2
,28521,1,2500.000000000000000,1
,28522,1,2500.000000000000000,1
,28543,2,5000.000000000000000,4
,28596,2,5000.000000000000000,1
,28619,2,5000.000000000000000,3
,28691,2,5000.000000000000000,1
,28697,2,5000.000000000000000,1
,28722,1,2500.000000000000000,2
,28723,1,2500.000000000000000,2
,28725,2,5000.000000000000000,2
,28739,1,2500.000000000000000,2
,28740,1,2500.000000000000000,2
,28743,1,2500.000000000000000,2
,28744,2,5000.000000000000000,2
,28776,2,5000.000000000000000,2
,28777,2,5000.000000000000000,2
,28838,2,5000.000000000000000,2
,28853,2,5000.000000000000000,1
,28854,1,2500.000000000000000,1
,28876,2,5000.000000000000000,4
,28929,2,5000.000000000000000,1
,28951,2,5000.000000000000000,3
,29024,1,2500.000000000000000,1
,29025,2,5000.000000000000000,1
,29026,2,5000.000000000000000,1
,29027,2,5000.000000000000000,1
,29028,1,2500.000000000000000,1
,29029,2,5000.000000000000000,1
,29058,1,2500.000000000000000,2
,29059,2,5000.000000000000000,2
,29060,2,5000.000000000000000,2
,29061,1,2500.000000000000000,2
,29069,3,7500.000000000000000,2
,29070,2,5000.000000000000000,2
,29071,2,5000.000000000000000,2
,29072,1,2500.000000000000000,2
,29073,1,2500.000000000000000,2
,29074,1,2500.000000000000000,2
,29075,2,5000.000000000000000,2
,29076,1,2500.000000000000000,2
,29078,2,5000.000000000000000,2
,29079,2,5000.000000000000000,2
,29080,2,5000.000000000000000,2
,29081,2,5000.000000000000000,2
,29108,2,5000.000000000000000,2
,29111,2,5000.000000000000000,2
,29112,1,2500.000000000000000,2
,29171,2,5000.000000000000000,2
,29185,1,2500.000000000000000,1
,29186,1,2500.000000000000000,1
,29209,2,5000.000000000000000,4
,29262,2,5000.000000000000000,1
,29284,2,5000.000000000000000,3
,29360,1,2500.000000000000000,1
,29361,1,2500.000000000000000,1
,29394,2,5000.000000000000000,2
,29399,2,5000.000000000000000,2
,29400,2,5000.000000000000000,2
,29401,2,5000.000000000000000,2
,29407,1,2500.000000000000000,2
,29415,2,5000.000000000000000,2
,29418,2,5000.000000000000000,2
,29427,1,2500.000000000000000,2
,29428,3,7500.000000000000000,2
,29440,1,2500.000000000000000,2
,29441,1,2500.000000000000000,2
,29445,1,2500.000000000000000,2
,29446,3,7500.000000000000000,2
,29449,3,7500.000000000000000,2
,29450,2,5000.000000000000000,2
,29451,2,5000.000000000000000,2
,29452,2,5000.000000000000000,2
,29453,2,5000.000000000000000,2
,29454,2,5000.000000000000000,2
,29455,2,5000.000000000000000,2
,29456,2,5000.000000000000000,2
,29503,2,5000.000000000000000,2
,29517,1,2500.000000000000000,1
,29518,1,2500.000000000000000,1
,29542,2,5000.000000000000000,4
,29595,2,5000.000000000000000,1
,29617,2,5000.000000000000000,3
,29711,1,2500.000000000000000,1
,29712,2,5000.000000000000000,1
,29713,1,2500.000000000000000,1
,29727,1,2500.000000000000000,2
,29728,2,5000.000000000000000,2
,29729,3,7500.000000000000000,2
,29730,2,5000.000000000000000,2
,29731,2,5000.000000000000000,2
,29748,1,2500.000000000000000,2
,29749,2,5000.000000000000000,2
,29750,2,5000.000000000000000,2
,29752,2,5000.000000000000000,2
,29753,2,5000.000000000000000,2
,29758,1,2500.000000000000000,2
