Rowid_,CELL_ID,COUNT,AREA,MAX
,161,1,625.000000000000000,1
,162,3,1875.000000000000000,1
,233,4,2500.000000000000000,1
,450,4,2500.000000000000000,1
,522,4,2500.000000000000000,1
,738,1,625.000000000000000,1
,739,3,1875.000000000000000,1
,811,2,1250.000000000000000,1
,812,4,2500.000000000000000,1
,813,2,1250.000000000000000,1
,1027,4,2500.000000000000000,1
,1102,2,1250.000000000000000,1
,1103,4,2500.000000000000000,1
,1316,4,2500.000000000000000,1
,1393,4,2500.000000000000000,1
,1394,2,1250.000000000000000,1
,1605,4,2500.000000000000000,1
,1683,2,1250.000000000000000,1
,1684,4,2500.000000000000000,1
,1894,4,2500.000000000000000,1
,1974,4,2500.000000000000000,1
,1975,4,2500.000000000000000,1
,1976,3,1875.000000000000000,1
,1985,2,1250.000000000000000,1
,1986,4,2500.000000000000000,1
,1987,4,2500.000000000000000,1
,2182,1,625.000000000000000,1
,2183,3,1875.000000000000000,1
,2265,1,625.000000000000000,1
,2266,4,2500.000000000000000,1
,2267,4,2500.000000000000000,1
,2268,4,2500.000000000000000,1
,2269,4,2500.000000000000000,1
,2270,4,2500.000000000000000,1
,2271,4,2500.000000000000000,1
,2272,4,2500.000000000000000,1
,2273,4,2500.000000000000000,1
,2274,2,1250.000000000000000,1
,2277,4,2500.000000000000000,1
,2278,4,2500.000000000000000,1
,2470,1,625.000000000000000,1
,2471,3,1875.000000000000000,1
,2568,4,2500.000000000000000,1
,2759,4,2500.000000000000000,1
,2857,1,625.000000000000000,1
,3048,4,2500.000000000000000,1
,3336,1,625.000000000000000,1
,3337,1,625.000000000000000,1
,6847,3,1875.000000000000000,1
,7135,4,2500.000000000000000,1
,7424,4,2500.000000000000000,1
,7713,4,2500.000000000000000,1
,8002,4,2500.000000000000000,1
,8290,2,1250.000000000000000,1
,8291,2,1250.000000000000000,1
,8578,1,625.000000000000000,1
,8579,3,1875.000000000000000,1
,8867,4,2500.000000000000000,1
,9156,4,2500.000000000000000,1
,9278,1,625.000000000000000,1
,9279,3,1875.000000000000000,1
,9441,3,1875.000000000000000,1
,9442,4,2500.000000000000000,1
,9443,4,2500.000000000000000,1
,9444,4,2500.000000000000000,1
,9445,2,1250.000000000000000,1
,9566,1,625.000000000000000,1
,9567,3,1875.000000000000000,1
,9624,4,2500.000000000000000,1
,9729,2,1250.000000000000000,1
,9730,2,1250.000000000000000,1
,9854,1,625.000000000000000,1
,9855,3,1875.000000000000000,1
,9913,4,2500.000000000000000,1
,10016,1,625.000000000000000,1
,10017,4,2500.000000000000000,1
,10018,2,1250.000000000000000,1
,10142,2,1250.000000000000000,1
,10143,3,1875.000000000000000,1
,10201,4,2500.000000000000000,1
,10304,4,2500.000000000000000,1
,10305,3,1875.000000000000000,1
,10431,4,2500.000000000000000,1
,10490,4,2500.000000000000000,1
,10591,3,1875.000000000000000,1
,10592,4,2500.000000000000000,1
,10719,2,1250.000000000000000,1
,10720,2,1250.000000000000000,1
,10779,4,2500.000000000000000,1
,10879,3,1875.000000000000000,1
,10880,1,625.000000000000000,1
,11008,4,2500.000000000000000,1
,11067,3,1875.000000000000000,1
,11068,2,1250.000000000000000,1
,11167,3,1875.000000000000000,1
,11168,1,625.000000000000000,1
,11297,4,2500.000000000000000,1
,11356,4,2500.000000000000000,1
,11455,3,1875.000000000000000,1
,11456,1,625.000000000000000,1
,11586,4,2500.000000000000000,1
,11645,4,2500.000000000000000,1
,11703,1,625.000000000000000,1
,11743,3,1875.000000000000000,1
,11744,1,625.000000000000000,1
,11875,4,2500.000000000000000,1
,11934,4,2500.000000000000000,1
,11992,4,2500.000000000000000,1
,12031,3,1875.000000000000000,1
,12032,1,625.000000000000000,1
,12164,4,2500.000000000000000,1
,12223,4,2500.000000000000000,1
,12281,4,2500.000000000000000,1
,12319,3,1875.000000000000000,1
,12320,1,625.000000000000000,1
,12453,4,2500.000000000000000,1
,12510,4,2500.000000000000000,1
,12511,4,2500.000000000000000,1
,12570,4,2500.000000000000000,1
,12607,3,1875.000000000000000,1
,12608,1,625.000000000000000,1
,12742,4,2500.000000000000000,1
,12799,4,2500.000000000000000,1
,12859,4,2500.000000000000000,1
,12894,1,625.000000000000000,1
,12895,4,2500.000000000000000,1
,12896,1,625.000000000000000,1
,13031,4,2500.000000000000000,1
,13087,3,1875.000000000000000,1
,13088,1,625.000000000000000,1
,13147,1,625.000000000000000,1
,13148,3,1875.000000000000000,1
,13182,1,625.000000000000000,1
,13183,3,1875.000000000000000,1
,13320,4,2500.000000000000000,1
,13375,3,1875.000000000000000,1
,13376,1,625.000000000000000,1
,13436,4,2500.000000000000000,1
,13470,1,625.000000000000000,2
,13471,6,3750.000000000000000,2
,13472,4,2500.000000000000000,2
,13473,4,2500.000000000000000,2
,13474,4,2500.000000000000000,2
,13475,4,2500.000000000000000,2
,13476,4,2500.000000000000000,2
,13477,4,2500.000000000000000,2
,13478,4,2500.000000000000000,2
,13479,4,2500.000000000000000,2
,13480,4,2500.000000000000000,2
,13481,4,2500.000000000000000,2
,13482,4,2500.000000000000000,2
,13483,4,2500.000000000000000,2
,13484,4,2500.000000000000000,2
,13485,4,2500.000000000000000,2
,13486,4,2500.000000000000000,2
,13487,3,1875.000000000000000,2
,13609,4,2500.000000000000000,1
,13664,1,625.000000000000000,1
,13665,4,2500.000000000000000,1
,13725,4,2500.000000000000000,1
,13758,1,625.000000000000000,2
,13759,3,1875.000000000000000,2
,13776,1,625.000000000000000,2
,13777,4,2500.000000000000000,2
,13778,4,2500.000000000000000,2
,13898,4,2500.000000000000000,1
,13953,1,625.000000000000000,1
,13954,5,3125.000000000000000,1
,13955,1,625.000000000000000,1
,14014,4,2500.000000000000000,1
,14046,1,625.000000000000000,2
,14047,3,1875.000000000000000,2
,14068,5,3125.000000000000000,2
,14187,1,625.000000000000000,1
,14188,3,1875.000000000000000,1
,14242,4,2500.000000000000000,1
,14302,3,1875.000000000000000,1
,14303,1,625.000000000000000,1
,14334,1,625.000000000000000,2
,14335,3,1875.000000000000000,2
,14357,2,1250.000000000000000,2
,14358,2,1250.000000000000000,2
,14477,1,625.000000000000000,1
,14478,4,2500.000000000000000,1
,14489,3,1875.000000000000000,1
,14490,4,2500.000000000000000,1
,14491,4,2500.000000000000000,1
,14492,4,2500.000000000000000,1
,14493,4,2500.000000000000000,1
,14494,4,2500.000000000000000,1
,14495,4,2500.000000000000000,1
